Band,Age,year,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Include in analysis
162-64538,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64539,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64540,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64541,P,2011,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,TRUE
162-64542,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64543,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64544,P,2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE
162-64545,P,2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRUE
162-64546,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64547,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64548,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64549,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64579,P,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64580,P,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64581,P,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64582,P,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64583,P,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64584,P,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64586,P,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64587,P,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-64588,P,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64589,P,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64590,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64591,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64592,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64593,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64594,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64595,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64596,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64597,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-64598,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79104,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79105,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79106,P,2012,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
162-79107,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79108,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79109,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79110,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79111,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79112,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79113,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-79114,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79115,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79116,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79117,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79118,P,2012,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,TRUE
162-79119,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79120,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79121,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79122,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79123,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79124,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79125,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79126,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79127,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79128,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79129,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79130,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79131,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79132,P,2012,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,TRUE
162-79133,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79134,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79135,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79136,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79137,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79138,P,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79801,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79802,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79803,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79804,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79805,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79806,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79807,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79808,A,2013,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,TRUE
162-79809,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79810,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79811,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79812,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79813,A,2013,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRUE
162-79814,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79815,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79816,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79817,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79818,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79851,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79852,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79853,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79854,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79855,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79856,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79857,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79858,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79859,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79860,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79861,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79862,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79863,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79864,P,2013,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,TRUE
162-79865,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79866,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79867,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79868,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79869,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79870,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79871,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79872,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79873,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79874,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79875,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79876,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79877,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79878,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-79879,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79880,P,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-79881,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79882,A,2013,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,TRUE
162-79883,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79884,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79885,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79886,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79887,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79888,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79889,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79890,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79891,A,2013,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,TRUE
162-79892,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79893,A,2013,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,TRUE
162-79894,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79895,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79896,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79897,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79898,A,2013,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,TRUE
162-79899,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-79900,A,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
162-83004,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83005,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83006,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83007,P,2014,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,TRUE
162-83008,P,2014,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,TRUE
162-83009,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83010,P,2014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRUE
162-83011,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83012,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83013,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83014,P,2014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,TRUE
162-83015,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83016,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83017,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83018,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83019,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83020,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83021,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83022,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83023,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83024,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83025,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83026,P,2014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,TRUE
162-83027,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83028,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83029,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83030,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83031,P,2014,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,TRUE
162-83032,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,TRUE
162-83033,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83034,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83035,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83036,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83037,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83038,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83039,P,2014,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,TRUE
162-83040,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83041,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83042,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83043,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83044,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83045,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83046,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83047,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83048,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83049,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83050,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83051,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83052,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83053,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83054,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83055,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83056,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83057,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83058,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83059,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83060,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83061,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83062,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83063,P,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
162-83064,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83065,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83066,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83067,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83068,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83069,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83070,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83071,A,2014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,TRUE
162-83072,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83073,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83074,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,TRUE
162-83075,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83076,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83077,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83078,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83079,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,TRUE
162-83080,A,2014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,TRUE
162-83081,A,2014,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,TRUE
162-83082,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83083,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83084,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83085,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83086,A,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
162-83824,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83825,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83826,P,2015,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,TRUE
162-83827,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83828,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83829,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83830,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83831,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83832,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83833,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83834,P,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
162-83835,A,2015,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,TRUE
162-83836,P,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
162-83837,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83838,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83839,P,2015,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,TRUE
162-83840,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83841,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83842,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83843,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83844,P,2015,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,TRUE
162-83845,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83846,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83847,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83848,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83849,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83850,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83851,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83852,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83853,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83854,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83855,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83856,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83857,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83858,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83859,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83860,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83861,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83862,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83863,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83864,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83865,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83866,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83867,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83868,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83869,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83870,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83871,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83872,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83873,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83874,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83875,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83876,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83877,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83878,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83879,P,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
162-83880,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83881,P,2015,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,TRUE
162-83882,P,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
162-83883,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83884,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83885,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83886,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83887,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83888,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83889,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83890,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83891,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83892,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83893,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83894,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-83895,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83896,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83897,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83898,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83899,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83900,P,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
162-83901,P,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
162-83902,P,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
162-83903,P,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
162-83904,P,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
162-83905,P,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TRUE
162-83906,P,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
162-83907,P,2016,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,TRUE
162-83908,P,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
162-83909,P,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
162-83910,P,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
162-83911,P,2017,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,TRUE
162-83912,P,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
162-83913,P,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
162-83914,P,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
162-83915,P,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
